creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d,len_consistency_score,subscriber_tier
2106,Consistent Volume Builders,Lifestyle,65030,3.8,32.48,4.52,17.3,8.1,2.5,2.42,10855,78.66,81.0,Mid (10K-100K)
799,High-Retention Niche Specialists,Health & Fitness Coaching,22473,0.9,55.7,5.47,5.4,19.4,1.03,0.89,914,2.44,92.2,Mid (10K-100K)
1506,Viral Spike Chasers,Lifestyle,310739,1.7,29.93,7.83,9.9,11.1,4.05,2.15,56267,363.17,69.3,Large (100K-500K)
2720,Consistent Volume Builders,Personal Finance,84451,2.2,34.0,4.83,17.5,10.6,2.24,1.45,16474,71.7,83.0,Mid (10K-100K)
2260,Consistent Volume Builders,Tech Deep-Dive Reviews,43341,0.9,30.67,4.51,18.8,10.8,2.91,1.98,2123,12.6,77.9,Mid (10K-100K)
3249,Emerging Dabblers,Entertainment,257,1.3,20.3,4.46,2.4,9.1,4.91,1.81,50,0.27,62.7,Micro (<1K)
1967,Consistent Volume Builders,Food & Cooking,59420,2.9,31.43,4.19,13.6,8.7,1.18,2.31,10113,69.96,91.0,Mid (10K-100K)
1858,Consistent Volume Builders,Gaming,36038,3.1,26.52,6.09,19.6,13.3,1.9,2.91,5935,51.76,85.6,Mid (10K-100K)
1428,Viral Spike Chasers,Lifestyle,96448,2.0,20.62,9.53,9.8,5.1,3.32,1.29,12735,49.25,74.8,Mid (10K-100K)
3695,Emerging Dabblers,Tech Deep-Dive Reviews,100,0.2,18.12,4.58,2.4,6.9,4.33,2.21,4,0.03,67.1,Micro (<1K)
241,Subscriber Giants,Gaming,954453,6.4,40.03,5.34,9.7,15.3,2.46,5.03,136058,2052.7,81.3,Mega (500K+)
2656,Consistent Volume Builders,Gaming,62515,2.9,27.92,6.29,12.6,9.3,2.29,3.34,10742,107.66,82.6,Mid (10K-100K)
1522,Viral Spike Chasers,Lifestyle,113378,4.0,21.94,10.57,8.3,15.8,5.25,2.01,7607,45.85,60.2,Large (100K-500K)
3322,Emerging Dabblers,Food & Cooking,10590,1.3,10.28,3.36,2.1,4.2,2.94,1.83,835,4.58,77.7,Mid (10K-100K)
2133,Consistent Volume Builders,Food & Cooking,220000,3.3,34.5,4.02,22.6,10.1,1.4,2.74,22350,183.43,89.4,Large (100K-500K)
3361,Emerging Dabblers,Gaming,966,1.7,12.14,1.94,3.3,11.3,5.21,1.15,110,0.38,60.5,Micro (<1K)
2037,Consistent Volume Builders,Gaming,28985,3.3,31.75,4.89,24.2,9.1,2.08,2.64,3821,30.44,84.2,Mid (10K-100K)
3582,Emerging Dabblers,Personal Finance,524,0.7,21.9,2.11,2.3,11.7,6.68,1.39,79,0.33,49.3,Micro (<1K)
958,High-Retention Niche Specialists,Entertainment,97018,2.4,47.91,5.93,6.6,26.6,1.28,1.25,9461,48.98,90.3,Mid (10K-100K)
218,Subscriber Giants,Lifestyle,3414440,8.0,38.73,6.14,10.3,14.2,2.71,4.67,198806,2787.81,79.4,Mega (500K+)
2735,Consistent Volume Builders,DIY & Craft Tutorials,31077,4.9,27.84,3.77,20.5,3.8,2.39,3.38,4424,44.86,81.9,Mid (10K-100K)
1629,Consistent Volume Builders,DIY & Craft Tutorials,44178,3.3,34.29,4.91,14.5,10.5,1.37,2.19,3340,21.98,89.6,Mid (10K-100K)
3429,Emerging Dabblers,Entertainment,109,1.9,19.33,2.94,2.4,2.8,9.12,2.23,14,0.09,30.8,Micro (<1K)
1771,Consistent Volume Builders,Food & Cooking,24681,2.8,34.73,7.2,14.4,15.9,2.49,2.64,1425,11.85,81.1,Mid (10K-100K)
2098,Consistent Volume Builders,Travel,24210,4.5,23.15,4.12,20.9,8.3,2.5,2.8,3541,29.71,81.0,Mid (10K-100K)
3715,Emerging Dabblers,Education / Test Prep,611,1.2,13.4,2.52,3.7,9.6,3.92,2.31,52,0.36,70.3,Micro (<1K)
2443,Consistent Volume Builders,Travel,36713,5.7,32.93,5.24,21.0,13.2,2.61,3.12,3906,36.53,80.2,Mid (10K-100K)
1996,Consistent Volume Builders,Food & Cooking,75502,4.0,33.54,4.82,13.8,8.7,1.94,2.27,5552,37.88,85.3,Mid (10K-100K)
475,High-Retention Niche Specialists,Personal Finance,29323,3.4,53.99,4.59,7.1,19.1,1.07,1.76,2227,11.77,91.9,Mid (10K-100K)
131,Subscriber Giants,Personal Finance,1263332,7.1,40.33,8.06,8.8,15.2,1.97,4.65,164336,2291.11,85.1,Mega (500K+)
736,High-Retention Niche Specialists,Tech Deep-Dive Reviews,172414,2.1,52.89,4.65,5.3,20.4,1.8,1.18,28241,100.31,86.3,Large (100K-500K)
1002,Viral Spike Chasers,Entertainment,537788,1.4,28.48,9.78,12.7,11.9,3.97,2.79,57719,482.52,69.9,Mega (500K+)
2066,Consistent Volume Builders,Travel,21976,3.0,30.86,5.81,16.2,7.8,2.44,2.9,3071,26.72,81.5,Mid (10K-100K)
1826,Consistent Volume Builders,Lifestyle,42652,2.3,32.47,5.12,23.2,9.3,0.77,2.85,7598,65.0,94.2,Mid (10K-100K)
2472,Consistent Volume Builders,Food & Cooking,55045,1.7,29.82,4.51,19.8,7.4,1.56,1.93,5265,30.46,88.2,Mid (10K-100K)
1873,Consistent Volume Builders,DIY & Craft Tutorials,114615,1.2,38.06,4.86,20.3,10.4,2.76,1.85,7771,43.13,79.1,Large (100K-500K)
1435,Viral Spike Chasers,Travel,48304,1.8,21.94,8.36,10.1,4.4,2.85,1.67,6664,33.35,78.4,Mid (10K-100K)
719,High-Retention Niche Specialists,DIY & Craft Tutorials,71534,3.0,56.39,6.24,8.4,25.8,0.82,1.7,3364,17.19,93.8,Mid (10K-100K)
2612,Consistent Volume Builders,Education / Test Prep,66490,0.8,35.47,4.68,27.4,9.9,1.78,2.06,8593,53.16,86.5,Mid (10K-100K)
1105,Viral Spike Chasers,Food & Cooking,154009,2.9,18.22,8.09,6.9,8.8,7.08,2.09,12570,67.86,46.3,Large (100K-500K)
3154,Emerging Dabblers,Education / Test Prep,2972,0.8,20.71,2.95,2.8,6.4,3.68,2.13,581,3.71,72.1,Small (1K-10K)
1596,Consistent Volume Builders,Travel,58429,4.1,22.64,4.71,23.5,13.6,2.79,1.22,3396,12.45,78.8,Mid (10K-100K)
1756,Consistent Volume Builders,Food & Cooking,107900,3.2,32.91,6.42,13.0,5.5,1.6,2.6,20792,162.3,87.9,Large (100K-500K)
654,High-Retention Niche Specialists,Lifestyle,32430,3.0,53.04,5.05,6.5,12.6,1.24,1.21,5803,21.08,90.6,Mid (10K-100K)
2161,Consistent Volume Builders,DIY & Craft Tutorials,119580,3.5,30.86,4.13,22.9,8.7,2.82,2.34,21912,153.88,78.6,Large (100K-500K)
135,Subscriber Giants,Tech Deep-Dive Reviews,678060,10.2,43.5,6.8,11.4,12.7,1.25,4.22,133360,1690.2,90.5,Mega (500K+)
2308,Consistent Volume Builders,Travel,69031,2.6,28.72,4.91,17.4,10.1,1.52,2.61,5342,41.81,88.5,Mid (10K-100K)
123,Subscriber Giants,Entertainment,1794606,9.7,42.88,8.08,12.4,7.9,1.96,4.37,89215,1169.69,85.1,Mega (500K+)
2335,Consistent Volume Builders,Lifestyle,138876,0.9,42.45,4.45,15.4,5.8,2.17,3.41,15381,157.49,83.5,Large (100K-500K)
2807,Emerging Dabblers,Gaming,10316,1.6,16.39,5.04,2.2,7.6,4.58,2.2,1853,12.21,65.3,Mid (10K-100K)
496,High-Retention Niche Specialists,Education / Test Prep,106568,3.3,50.27,5.0,7.3,9.5,1.2,1.26,12799,48.31,90.9,Large (100K-500K)
1371,Viral Spike Chasers,Lifestyle,125656,0.7,28.5,8.25,8.4,7.7,3.94,2.39,12096,86.88,70.1,Large (100K-500K)
1921,Consistent Volume Builders,Lifestyle,73722,2.8,31.75,4.78,22.8,10.3,2.9,4.28,4121,52.97,78.0,Mid (10K-100K)
3011,Emerging Dabblers,DIY & Craft Tutorials,1368,1.0,13.24,3.62,1.1,4.9,5.19,1.81,126,0.55,60.6,Small (1K-10K)
1430,Viral Spike Chasers,Lifestyle,111423,2.9,13.25,9.81,10.6,2.6,4.13,2.72,8892,72.67,68.7,Large (100K-500K)
52,Subscriber Giants,Gaming,2274008,4.3,33.94,6.48,13.0,10.1,2.25,5.2,147350,2300.07,82.9,Mega (500K+)
2624,Consistent Volume Builders,DIY & Craft Tutorials,97202,1.0,34.18,6.44,15.2,6.9,2.46,3.17,10210,97.08,81.3,Mid (10K-100K)
1635,Consistent Volume Builders,Health & Fitness Coaching,72069,3.2,33.43,4.26,25.6,11.8,3.12,2.65,14270,113.41,76.3,Mid (10K-100K)
3912,Emerging Dabblers,Health & Fitness Coaching,2568,0.2,24.72,2.53,1.9,18.4,5.01,1.61,107,0.52,62.0,Small (1K-10K)
419,High-Retention Niche Specialists,Personal Finance,107654,5.5,45.31,4.59,6.8,24.1,0.93,1.25,6380,24.82,92.9,Large (100K-500K)
3201,Emerging Dabblers,Tech Deep-Dive Reviews,1363,0.9,25.29,3.14,2.1,16.7,7.28,0.65,237,0.46,44.8,Small (1K-10K)
3846,Emerging Dabblers,DIY & Craft Tutorials,230,0.4,18.34,3.69,1.6,14.6,1.65,2.02,26,0.16,87.5,Micro (<1K)
929,High-Retention Niche Specialists,Education / Test Prep,66170,2.7,51.59,4.52,7.8,17.9,2.85,1.34,8103,32.67,78.4,Mid (10K-100K)
3167,Emerging Dabblers,Tech Deep-Dive Reviews,1010,0.3,20.86,3.2,3.0,6.7,5.35,2.77,134,1.12,59.4,Small (1K-10K)
1566,Consistent Volume Builders,Entertainment,47871,3.8,28.44,4.44,19.2,5.2,1.88,2.48,5207,38.74,85.7,Mid (10K-100K)
1696,Consistent Volume Builders,Entertainment,55309,1.7,28.12,5.07,10.8,8.1,1.51,1.71,2440,12.51,88.5,Mid (10K-100K)
2802,Emerging Dabblers,Entertainment,681,1.0,19.33,3.87,1.2,7.8,4.12,2.01,41,0.25,68.7,Micro (<1K)
3309,Emerging Dabblers,Travel,5729,0.2,21.48,2.2,0.5,3.6,4.36,2.07,1015,6.31,66.9,Small (1K-10K)
2171,Consistent Volume Builders,Food & Cooking,99992,2.1,24.5,4.7,18.1,8.8,0.21,3.42,17938,184.13,98.4,Mid (10K-100K)
101,Subscriber Giants,Gaming,1271830,7.0,35.65,5.08,15.0,17.7,4.89,4.38,103201,1357.22,62.9,Mega (500K+)
257,Subscriber Giants,Tech Deep-Dive Reviews,2030773,6.3,41.17,6.35,11.2,13.2,3.16,4.64,133927,1863.39,76.0,Mega (500K+)
2226,Consistent Volume Builders,Health & Fitness Coaching,49845,1.9,24.17,4.6,15.7,9.0,2.58,2.16,9268,60.0,80.4,Mid (10K-100K)
3627,Emerging Dabblers,Travel,2858,0.7,15.61,4.79,1.3,11.8,3.67,0.79,514,1.22,72.2,Small (1K-10K)
2584,Consistent Volume Builders,DIY & Craft Tutorials,81481,1.9,31.75,3.99,14.6,9.0,1.76,3.16,15531,147.31,86.6,Mid (10K-100K)
3189,Emerging Dabblers,Health & Fitness Coaching,538,1.0,24.04,4.44,4.0,5.1,4.15,0.98,97,0.29,68.5,Micro (<1K)
3482,Emerging Dabblers,Health & Fitness Coaching,521,2.4,19.89,1.85,0.9,19.1,4.61,1.87,33,0.19,65.0,Micro (<1K)
1088,Viral Spike Chasers,Tech Deep-Dive Reviews,161954,2.1,16.8,10.76,6.4,5.1,6.94,2.73,18185,148.9,47.3,Large (100K-500K)
3395,Emerging Dabblers,Food & Cooking,579,0.6,19.57,4.11,0.6,8.1,0.2,2.04,100,0.61,98.5,Micro (<1K)
2029,Consistent Volume Builders,Food & Cooking,32446,4.9,34.97,4.09,24.3,9.5,1.21,3.1,6216,57.84,90.8,Mid (10K-100K)
2710,Consistent Volume Builders,Food & Cooking,62899,2.5,31.91,4.17,19.2,10.1,1.64,3.47,10800,112.29,87.6,Mid (10K-100K)
3380,Emerging Dabblers,Travel,507,0.8,11.66,3.4,1.8,9.1,5.68,2.42,31,0.23,56.9,Micro (<1K)
1097,Viral Spike Chasers,Entertainment,89291,3.0,20.17,8.2,11.9,3.8,4.08,2.29,11315,77.88,69.0,Mid (10K-100K)
1060,Viral Spike Chasers,Lifestyle,98353,2.6,23.29,9.89,5.8,8.8,1.99,1.87,16828,94.58,84.9,Mid (10K-100K)
462,High-Retention Niche Specialists,Tech Deep-Dive Reviews,43032,5.1,54.99,5.93,7.8,15.6,1.46,0.93,3335,9.28,88.9,Mid (10K-100K)
2791,Emerging Dabblers,Travel,793,1.4,14.36,1.64,2.1,10.0,2.4,2.06,63,0.39,81.8,Micro (<1K)
3854,Emerging Dabblers,Personal Finance,701,1.8,23.13,3.23,0.9,11.2,6.71,2.39,112,0.8,49.1,Micro (<1K)
1399,Viral Spike Chasers,Lifestyle,361656,0.7,22.39,9.5,7.8,4.1,4.56,2.12,39927,253.48,65.4,Large (100K-500K)
3801,Emerging Dabblers,Gaming,5104,1.3,19.76,3.95,0.9,9.0,8.91,1.15,364,1.26,32.4,Small (1K-10K)
66,Subscriber Giants,Gaming,2496357,8.3,29.68,5.63,9.8,15.6,3.63,3.37,378360,3825.73,72.5,Mega (500K+)
911,High-Retention Niche Specialists,Tech Deep-Dive Reviews,42820,2.3,56.94,4.79,7.7,22.5,1.5,0.81,7281,17.75,88.6,Mid (10K-100K)
271,Subscriber Giants,Personal Finance,1043711,5.5,37.38,5.76,9.9,12.7,3.25,6.46,162212,3145.22,75.3,Mega (500K+)
3982,Emerging Dabblers,Gaming,956,1.0,20.01,3.59,1.9,23.5,3.63,2.61,82,0.64,72.5,Micro (<1K)
1676,Consistent Volume Builders,Health & Fitness Coaching,74195,3.7,30.31,4.58,19.6,11.6,1.19,3.75,10298,115.73,91.0,Mid (10K-100K)
3513,Emerging Dabblers,Gaming,747,1.4,19.33,3.47,2.2,18.6,1.37,1.76,121,0.64,89.6,Micro (<1K)
2702,Consistent Volume Builders,DIY & Craft Tutorials,57389,3.4,36.3,6.24,15.4,14.6,0.82,2.57,8323,64.27,93.8,Mid (10K-100K)
26,Subscriber Giants,Gaming,1291030,5.4,40.1,5.67,12.4,15.5,0.88,4.66,77845,1088.84,93.3,Mega (500K+)
3471,Emerging Dabblers,Entertainment,377,1.0,19.17,3.2,1.7,1.0,8.48,1.02,63,0.19,35.7,Micro (<1K)
2685,Consistent Volume Builders,Travel,54715,2.3,30.44,4.62,20.5,6.7,1.82,3.73,3817,42.73,86.2,Mid (10K-100K)
2894,Emerging Dabblers,Lifestyle,1890,1.0,19.33,3.23,2.9,11.7,4.91,1.78,236,1.26,62.7,Small (1K-10K)
2011,Consistent Volume Builders,DIY & Craft Tutorials,134125,2.3,32.24,4.52,15.8,1.8,2.55,3.51,17918,188.5,80.7,Large (100K-500K)
1731,Consistent Volume Builders,Lifestyle,74334,2.8,26.35,4.76,13.5,11.6,0.58,2.79,6832,57.27,95.6,Mid (10K-100K)
2944,Emerging Dabblers,Education / Test Prep,3336,1.8,18.77,1.6,1.2,1.0,2.92,2.47,647,4.79,77.8,Small (1K-10K)
2203,Consistent Volume Builders,Education / Test Prep,54204,1.1,33.51,3.76,16.7,12.1,1.99,2.24,7523,50.65,84.9,Mid (10K-100K)
211,Subscriber Giants,Personal Finance,2678832,4.6,38.73,5.27,13.4,21.1,2.05,3.38,479657,4859.49,84.4,Mega (500K+)
3043,Emerging Dabblers,Tech Deep-Dive Reviews,4380,1.0,21.8,1.41,0.5,1.8,4.0,1.89,842,4.78,69.7,Small (1K-10K)
823,High-Retention Niche Specialists,Health & Fitness Coaching,27162,2.5,53.21,5.93,7.5,21.2,1.24,1.75,3878,20.33,90.6,Mid (10K-100K)
2138,Consistent Volume Builders,Travel,65371,2.2,29.91,4.64,13.6,7.7,2.38,2.12,6506,41.39,81.9,Mid (10K-100K)
2005,Consistent Volume Builders,Travel,21404,2.1,35.93,5.24,19.2,7.7,1.21,2.14,1013,6.49,90.8,Mid (10K-100K)
481,High-Retention Niche Specialists,Health & Fitness Coaching,113413,4.9,54.3,4.98,5.0,13.0,1.08,1.22,8736,31.93,91.8,Large (100K-500K)
1032,Viral Spike Chasers,Health & Fitness Coaching,114133,2.4,19.75,10.82,10.9,13.2,4.69,2.6,7251,56.47,64.4,Large (100K-500K)
881,High-Retention Niche Specialists,Education / Test Prep,68052,1.8,50.3,3.91,6.0,15.8,0.68,1.25,10626,40.1,94.8,Mid (10K-100K)
3723,Emerging Dabblers,Food & Cooking,498,0.2,20.32,3.19,0.7,17.3,2.56,2.25,64,0.43,80.6,Micro (<1K)
379,High-Retention Niche Specialists,Entertainment,20302,2.92,49.06,4.58,7.4,26.6,0.88,0.78,2570,6.0,93.3,Mid (10K-100K)
726,High-Retention Niche Specialists,Tech Deep-Dive Reviews,34413,3.5,55.41,5.15,4.2,21.6,0.98,1.77,6122,32.52,92.6,Mid (10K-100K)
482,High-Retention Niche Specialists,Personal Finance,33774,4.8,46.59,4.86,4.7,10.9,1.42,1.04,3089,9.6,89.2,Mid (10K-100K)
589,High-Retention Niche Specialists,Education / Test Prep,19492,3.1,51.72,6.08,3.7,20.2,0.42,1.33,2371,9.47,96.8,Mid (10K-100K)
1387,Viral Spike Chasers,Tech Deep-Dive Reviews,121586,2.4,18.2,7.11,8.6,8.7,5.83,2.09,8033,54.42,55.8,Large (100K-500K)
681,High-Retention Niche Specialists,Health & Fitness Coaching,11830,3.3,51.6,6.48,4.8,25.1,0.67,1.29,1816,7.0,94.9,Mid (10K-100K)
1081,Viral Spike Chasers,Health & Fitness Coaching,331746,1.7,19.78,9.35,7.9,3.6,1.67,2.96,29923,265.64,87.3,Large (100K-500K)
406,High-Retention Niche Specialists,Entertainment,111201,2.1,55.33,5.2,7.6,14.5,1.49,1.31,15827,62.43,88.7,Large (100K-500K)
1128,Viral Spike Chasers,Personal Finance,51298,3.5,25.19,9.41,8.0,10.9,3.14,2.48,2633,19.59,76.2,Mid (10K-100K)
1691,Consistent Volume Builders,Lifestyle,50069,3.1,31.27,4.48,19.4,9.8,2.82,3.23,7429,72.08,78.6,Mid (10K-100K)
3015,Emerging Dabblers,DIY & Craft Tutorials,7369,1.9,17.28,2.55,3.0,15.0,5.89,1.75,984,5.17,55.3,Small (1K-10K)
2096,Consistent Volume Builders,Health & Fitness Coaching,192138,3.4,37.14,5.91,18.3,12.3,3.97,3.02,14794,134.23,69.9,Large (100K-500K)
2834,Emerging Dabblers,Food & Cooking,145,1.4,23.77,4.39,2.9,20.8,4.95,2.81,23,0.19,62.4,Micro (<1K)
820,High-Retention Niche Specialists,Education / Test Prep,43248,3.7,59.07,5.91,6.4,23.9,1.45,1.04,2380,7.46,89.0,Mid (10K-100K)
1267,Viral Spike Chasers,Lifestyle,69523,2.8,17.74,8.73,9.6,1.2,5.19,2.54,5173,39.47,60.6,Mid (10K-100K)
1170,Viral Spike Chasers,Lifestyle,147740,0.8,21.04,9.23,7.3,9.8,4.39,1.74,10547,54.99,66.7,Large (100K-500K)
508,High-Retention Niche Specialists,Personal Finance,42437,3.0,53.23,6.2,6.0,19.9,1.32,1.83,4385,24.09,90.0,Mid (10K-100K)
1937,Consistent Volume Builders,Travel,33767,2.4,38.65,4.67,18.4,8.8,2.0,1.95,4894,28.6,84.8,Mid (10K-100K)
2168,Consistent Volume Builders,DIY & Craft Tutorials,15000,3.5,31.75,4.19,12.5,8.9,1.72,3.18,1607,15.32,86.9,Mid (10K-100K)
3539,Emerging Dabblers,Entertainment,3308,0.4,11.37,3.53,2.4,5.7,6.95,1.6,270,1.3,47.3,Small (1K-10K)
2048,Consistent Volume Builders,Health & Fitness Coaching,114889,3.3,34.11,4.06,24.0,12.0,0.69,3.8,14412,164.13,94.8,Large (100K-500K)
2090,Consistent Volume Builders,Food & Cooking,155059,2.4,32.67,4.72,17.8,9.0,1.99,2.93,30638,269.66,84.9,Large (100K-500K)
3556,Emerging Dabblers,Personal Finance,1245,1.2,25.21,4.67,1.5,14.3,5.69,1.13,111,0.38,56.8,Small (1K-10K)
2135,Consistent Volume Builders,DIY & Craft Tutorials,84808,5.1,32.05,4.33,17.8,6.8,0.7,3.26,5978,58.55,94.7,Mid (10K-100K)
3967,Emerging Dabblers,Entertainment,112,1.6,22.03,3.38,1.7,17.7,1.22,1.17,18,0.06,90.7,Micro (<1K)
2180,Consistent Volume Builders,DIY & Craft Tutorials,71917,4.3,39.42,4.99,19.4,7.1,3.11,3.07,14037,129.1,76.4,Mid (10K-100K)
691,High-Retention Niche Specialists,Tech Deep-Dive Reviews,29110,2.7,53.34,4.74,5.9,18.0,0.67,1.68,2024,10.21,94.9,Mid (10K-100K)
1922,Consistent Volume Builders,Entertainment,91907,0.4,31.75,4.29,20.0,9.1,1.83,1.69,5990,30.29,86.1,Mid (10K-100K)
3587,Emerging Dabblers,Travel,279,1.8,22.46,2.37,3.4,7.2,6.17,2.42,15,0.11,53.2,Micro (<1K)
3670,Emerging Dabblers,Personal Finance,1248,0.6,21.51,1.97,2.0,11.0,5.97,2.0,119,0.71,54.7,Small (1K-10K)
1652,Consistent Volume Builders,Personal Finance,15113,2.1,29.82,4.39,15.0,7.2,1.26,3.48,1957,20.46,90.4,Mid (10K-100K)
307,Subscriber Giants,Gaming,1304235,7.7,35.94,6.11,17.1,8.5,2.29,4.78,258048,3702.27,82.6,Mega (500K+)
1679,Consistent Volume Builders,Travel,67692,2.3,33.79,5.2,17.0,7.8,1.86,2.65,9369,74.5,85.9,Mid (10K-100K)
2182,Consistent Volume Builders,DIY & Craft Tutorials,21947,2.1,34.58,6.29,21.1,11.9,1.96,2.26,1067,7.24,85.1,Mid (10K-100K)
2719,Consistent Volume Builders,Travel,29600,3.0,31.07,4.85,18.8,8.9,1.19,2.92,3025,26.46,91.0,Mid (10K-100K)
1141,Viral Spike Chasers,Lifestyle,89550,2.1,24.02,11.67,6.9,5.4,5.58,2.57,3969,30.66,57.7,Mid (10K-100K)
3859,Emerging Dabblers,Food & Cooking,824,0.9,16.81,1.86,2.5,10.2,6.6,1.07,84,0.27,49.9,Micro (<1K)
2967,Emerging Dabblers,Travel,138,1.5,23.21,4.49,2.3,19.2,6.91,1.72,10,0.05,47.6,Micro (<1K)
1831,Consistent Volume Builders,Lifestyle,174456,1.5,33.69,4.58,19.3,8.7,0.41,2.63,15666,123.79,96.9,Large (100K-500K)
3044,Emerging Dabblers,Travel,2005,1.6,16.81,2.0,3.6,6.1,3.35,1.31,386,1.52,74.6,Small (1K-10K)
3722,Emerging Dabblers,Food & Cooking,7002,1.6,17.03,2.79,1.9,16.5,2.16,2.21,1279,8.49,83.6,Small (1K-10K)
3675,Emerging Dabblers,Travel,2595,1.4,17.14,3.23,1.1,9.2,4.43,1.36,349,1.42,66.4,Small (1K-10K)
3760,Emerging Dabblers,Personal Finance,3918,1.1,14.32,4.23,2.5,14.7,4.28,2.25,565,3.82,67.5,Small (1K-10K)
2300,Consistent Volume Builders,Food & Cooking,32456,1.9,35.58,5.79,20.4,5.5,1.58,1.95,6423,37.51,88.0,Mid (10K-100K)
3499,Emerging Dabblers,Gaming,2810,0.9,7.11,3.17,3.6,6.3,5.27,1.84,475,2.62,60.0,Small (1K-10K)
2764,Emerging Dabblers,Entertainment,1091,0.9,22.24,3.91,1.6,12.0,3.2,1.24,78,0.29,75.7,Small (1K-10K)
3628,Emerging Dabblers,Food & Cooking,12000,0.7,21.8,3.1,2.8,12.9,6.71,2.16,2316,15.03,49.1,Mid (10K-100K)
1723,Consistent Volume Builders,Travel,188178,1.8,36.96,3.38,16.5,11.0,1.23,1.71,22479,115.49,90.7,Large (100K-500K)
1259,Viral Spike Chasers,Education / Test Prep,134778,2.2,24.42,6.58,12.2,7.7,3.22,1.52,10208,46.55,75.6,Large (100K-500K)
3532,Emerging Dabblers,Education / Test Prep,387,1.2,15.88,2.75,2.2,10.5,3.77,2.61,74,0.58,71.4,Micro (<1K)
3079,Emerging Dabblers,Gaming,5560,0.7,19.5,2.94,1.7,11.7,2.12,2.07,1066,6.63,83.9,Small (1K-10K)
2405,Consistent Volume Builders,Lifestyle,104579,3.0,32.71,5.52,20.6,9.9,1.53,3.87,11932,138.47,88.4,Large (100K-500K)
1080,Viral Spike Chasers,Lifestyle,164123,3.0,21.0,9.14,9.7,4.8,4.0,1.27,29138,111.19,69.7,Large (100K-500K)
2541,Consistent Volume Builders,Travel,54838,3.6,29.6,4.61,18.0,13.2,1.51,3.38,2843,28.81,88.5,Mid (10K-100K)
2043,Consistent Volume Builders,DIY & Craft Tutorials,21244,3.0,37.05,4.25,12.6,6.8,2.46,2.35,2955,20.81,81.3,Mid (10K-100K)
1247,Viral Spike Chasers,Lifestyle,271292,1.1,27.45,8.3,7.8,8.7,7.48,1.96,42923,252.11,43.2,Large (100K-500K)
800,High-Retention Niche Specialists,Gaming,27931,2.5,61.21,3.49,3.2,30.8,1.11,1.55,5560,25.85,91.6,Mid (10K-100K)
875,High-Retention Niche Specialists,Gaming,38673,1.9,55.75,6.53,6.0,23.4,1.63,1.38,7274,30.03,87.6,Mid (10K-100K)
1168,Viral Spike Chasers,Lifestyle,47118,1.3,21.94,8.58,5.1,10.7,2.38,1.07,3305,10.6,81.9,Mid (10K-100K)
2185,Consistent Volume Builders,Health & Fitness Coaching,27760,2.3,29.61,5.37,16.5,9.1,2.3,3.03,4031,36.69,82.5,Mid (10K-100K)
63,Subscriber Giants,Tech Deep-Dive Reviews,1736433,3.4,41.19,6.97,12.4,9.3,3.26,3.22,259492,2506.63,75.3,Mega (500K+)
3857,Emerging Dabblers,Entertainment,371,1.4,11.96,4.39,2.6,19.8,6.51,1.99,14,0.08,50.6,Micro (<1K)
1369,Viral Spike Chasers,Education / Test Prep,369413,2.7,27.1,7.41,8.2,4.7,3.96,2.06,57213,352.9,70.0,Large (100K-500K)
1693,Consistent Volume Builders,Lifestyle,22528,2.58,32.6,4.85,16.1,12.2,0.2,2.41,3211,23.23,98.5,Mid (10K-100K)
350,High-Retention Niche Specialists,Entertainment,244089,2.2,53.4,4.49,6.8,23.6,1.12,0.47,34622,48.86,91.5,Large (100K-500K)
2291,Consistent Volume Builders,DIY & Craft Tutorials,39426,3.0,31.75,4.76,15.5,13.3,1.31,1.82,6692,36.55,90.1,Mid (10K-100K)
796,High-Retention Niche Specialists,GAMING,250000,4.8,53.5,3.76,7.7,16.7,1.55,1.01,19642,59.78,88.2,Large (100K-500K)
1623,Consistent Volume Builders,Lifestyle,99630,2.1,32.82,4.33,14.9,13.6,1.82,2.65,5717,45.42,86.2,Mid (10K-100K)
613,High-Retention Niche Specialists,Health & Fitness Coaching,24212,3.8,51.09,5.58,4.9,17.3,2.37,0.65,2721,5.28,82.0,Mid (10K-100K)
3156,Emerging Dabblers,Travel,2211,2.0,18.09,2.22,1.2,21.7,4.27,2.07,151,0.94,67.6,Small (1K-10K)
792,High-Retention Niche Specialists,Health & Fitness Coaching,250000,1.9,52.39,6.16,7.4,15.3,0.75,0.76,32921,74.88,94.3,Large (100K-500K)
2183,Consistent Volume Builders,Health & Fitness Coaching,220000,6.1,30.78,5.19,20.9,9.8,3.38,2.41,11196,81.05,74.4,Large (100K-500K)
1445,Viral Spike Chasers,Education / Test Prep,86884,0.2,17.8,7.62,5.8,3.7,4.19,2.4,7304,52.64,68.2,Mid (10K-100K)
3626,Emerging Dabblers,Travel,160,2.0,19.33,4.02,3.2,7.6,2.51,1.09,15,0.05,81.0,Micro (<1K)
1150,Viral Spike Chasers,Gaming,79367,2.1,28.79,9.03,9.7,5.8,7.76,1.98,13260,78.61,41.1,Mid (10K-100K)
1584,Consistent Volume Builders,Travel,68971,2.6,32.68,4.85,15.8,12.6,1.61,2.89,7713,66.95,87.8,Mid (10K-100K)
